,Company,TypeName,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,ppi,Touchscreen,IPS,HDD,SSD,Hybrid,Flash_Storage
662,Lenovo,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.2,47872,141.21,0,0,500,0,0,0
663,HP,Notebook,Intel Core i3,6,1TB HDD,AMD Radeon,Windows 10,2.04,48230,141.21,0,0,1,0,0,0
664,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,133036,127.34,0,0,1,128,0,0
665,Toshiba,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,2.1,44561,100.45,0,0,0,128,0,0
666,Dell,Notebook,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,2.06,85453,141.21,0,0,1,0,0,0
667,HP,Notebook,Intel Core i7,8,1TB HDD,AMD Radeon,Windows 10,2.1,66663,141.21,0,0,1,0,0,0
668,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.0,112566,141.21,0,1,0,256,0,0
669,Acer,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Linux,2.1,36866,100.45,0,0,0,128,0,0
671,Lenovo,Notebook,Intel Core i5,8,128GB SSD +  1TB HDD,AMD Radeon,Windows 10,1.9,73190,141.21,0,0,1,128,0,0
672,Lenovo,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.3,92522,165.63,1,1,0,256,0,0
673,Lenovo,Notebook,AMD E-Series,4,128GB SSD,AMD Radeon,Windows 10,2.2,31229,100.45,0,0,0,128,0,0
674,HP,2 in 1 Convertible,Intel Core i3,4,128GB SSD,Nvidia GeForce,Windows 10,1.63,62547,157.35,1,1,0,128,0,0
675,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.4,115787,141.21,0,0,1,256,0,0
676,Asus,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.1,101560,157.35,0,0,0,256,0,0
677,HP,2 in 1 Convertible,Other Intel Processor,8,64GB Flash Storage,Intel HD,Chrome OS,1.4,44293,135.09,1,0,0,0,0,64
679,Acer,Gaming,Intel Core i5,16,256GB SSD,Nvidia GeForce,Windows 10,2.5,116235,141.21,0,0,0,256,0,0
680,MSI,Gaming,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.2,89292,141.21,0,0,0,256,0,0
681,Asus,Notebook,Other Intel Processor,4,128GB SSD,Intel HD,Windows 10,1.86,37492,100.45,0,0,0,128,0,0
682,Dell,Gaming,Intel Core i5,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.21,183523,141.21,0,0,1,128,0,0
683,HP,Notebook,Intel Core i3,4,256GB SSD,AMD Radeon,Windows 10,2.5,62547,127.34,0,1,0,256,0,0
684,Lenovo,2 in 1 Convertible,Intel Core i7,8,512GB SSD,Intel UHD,Windows 10,1.19,134131,165.63,1,1,0,512,0,0
685,Dell,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.49,251774,141.21,0,0,1,256,0,0
686,HP,Notebook,Intel Core i5,4,500GB HDD,AMD Radeon,Windows 10,1.86,54816,100.45,0,0,500,0,0,0
687,Dell,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,Windows 10,2.2,48827,100.45,0,0,1,0,0,0
688,HP,Notebook,AMD A-Series,6,2TB HDD,AMD Radeon,Windows 10,2.65,50914,127.34,0,1,2,0,0,0
689,Lenovo,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.1,28455,100.45,0,0,500,0,0,0
690,Acer,Notebook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.45,33555,111.94,0,0,0,0,0,32
691,Lenovo,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.7,62547,157.35,0,0,0,256,0,0
692,HP,Workstation,Intel Core i7,8,500GB HDD,Nvidia Quadro,Windows 10,3.14,170727,127.34,0,0,500,0,0,0
693,Lenovo,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.42,231753,209.8,1,0,0,256,0,0
694,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.5,87064,165.63,0,1,0,256,0,0
695,Acer,Netbook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.4,24070,135.09,0,0,0,0,0,32
696,Lenovo,2 in 1 Convertible,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.38,156501,157.35,1,0,0,512,0,0
697,Asus,2 in 1 Convertible,Other Intel Processor,4,64GB Flash Storage,Intel HD,Chrome OS,1.2,59862,176.23,1,0,0,0,0,64
698,Toshiba,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.36,167954,165.63,1,0,0,512,0,0
699,HP,Notebook,Intel Core i7,4,500GB HDD,AMD Radeon,Windows 10,2.1,61652,141.21,0,1,500,0,0,0
700,Dell,Gaming,Intel Core i5,8,1TB HDD,Nvidia GeForce,Windows 10,2.56,73284,141.21,0,0,1,0,0,0
701,Lenovo,Notebook,AMD A-Series,4,256GB SSD,AMD Radeon,Windows 10,2.2,35703,141.21,0,0,0,256,0,0
702,Lenovo,Notebook,AMD A-Series,8,1TB HDD,AMD Radeon,Windows 10,2.2,38387,100.45,0,0,1,0,0,0
703,Lenovo,Notebook,Intel Core i5,4,1TB HDD +  1TB HDD,Intel HD,Windows 10,2.1,55607,141.21,0,0,2,0,0,0
704,Lenovo,Notebook,Intel Core i3,4,500GB HDD,Intel HD,No OS,1.9,40266,100.45,0,0,500,0,0,0
705,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.18,71137,141.21,0,0,0,256,0,0
706,Acer,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel UHD,Windows 10,1.6,89391,165.63,1,1,0,256,0,0
707,Lenovo,Workstation,Intel Core i7,16,512GB SSD,Nvidia Quadro,Windows 7,2.18,165985,141.21,0,0,0,512,0,0
708,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.8,106571,157.35,0,0,0,256,0,0
709,HP,Notebook,AMD A-Series,6,2TB HDD,AMD Radeon,Windows 10,2.71,58610,127.34,0,1,2,0,0,0
710,Lenovo,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,111761,141.21,0,1,1,128,0,0
711,Dell,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Linux,1.64,97444,157.35,0,0,0,256,0,0
712,Dell,Notebook,Intel Core i5,8,1TB HDD,Intel HD,Linux,1.98,64962,141.21,0,0,1,0,0,0
713,Asus,Notebook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.5,26665,157.35,0,0,0,0,0,32
714,Dell,Notebook,Intel Core i5,16,512GB SSD,Intel HD,Windows 10,1.93,127658,141.21,0,0,0,512,0,0
715,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,1.87,76691,157.35,0,1,0,256,0,0
716,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.9,105497,141.21,0,0,0,256,0,0
717,Lenovo,Notebook,AMD A-Series,4,500GB HDD,AMD Radeon,Windows 10,2.19,26665,100.45,0,0,500,0,0,0
719,HP,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,2.63,107376,127.34,0,0,0,256,0,0
720,Lenovo,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.17,150921,209.8,0,1,0,512,0,0
721,HP,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.58,74859,117.83,1,1,0,256,0,0
722,Lenovo,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.32,134131,157.35,0,1,0,256,0,0
723,Dell,Gaming,Intel Core i7,32,1TB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.36,327443,254.67,0,0,1,1,0,0
724,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,120662,127.34,0,0,1,128,0,0
725,Lenovo,Notebook,Intel Core i5,4,1TB HDD,Intel HD,No OS,1.9,43836,100.45,0,0,1,0,0,0
726,Dell,Notebook,Intel Core i5,8,128GB SSD +  1TB HDD,AMD Radeon,Windows 10,2.2,64336,141.21,0,0,1,128,0,0
727,Dell,2 in 1 Convertible,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,1.71,58073,165.63,1,0,1,0,0,0
728,Dell,Notebook,Intel Core i5,8,1TB HDD,AMD Radeon,Linux,2.32,52750,100.45,0,0,1,0,0,0
729,HP,Notebook,AMD A-Series,4,1TB HDD,AMD Radeon,Windows 10,2.1,43756,141.21,0,0,1,0,0,0
730,Acer,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.2,173144,127.34,0,1,1,128,0,0
731,Dell,Notebook,Intel Core i5,12,1TB HDD,Intel HD,Windows 10,2.25,58073,100.45,0,0,1,0,0,0
732,HP,Notebook,AMD A-Series,6,128GB SSD +  1TB HDD,AMD Radeon,Windows 10,2.1,58162,141.21,0,0,1,128,0,0
733,Acer,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.4,50019,100.45,0,0,500,0,0,0
734,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.44,85901,165.63,0,1,0,256,0,0
735,Lenovo,Notebook,Intel Core i7,4,1TB HDD,Intel HD,Windows 10,1.85,69705,141.21,0,0,1,0,0,0
736,HP,Workstation,Intel Core i7,16,256GB SSD,Nvidia Quadro,Windows 10,2.6,216452,141.21,0,0,0,256,0,0
737,Dell,2 in 1 Convertible,Intel Core i5,8,1TB HDD,Intel UHD,Windows 10,1.55,58967,165.63,1,0,1,0,0,0
738,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,1.8,187414,141.21,0,0,1,256,0,0
739,Acer,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.4,36758,100.45,0,0,500,0,0,0
740,Dell,Notebook,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.0,108002,141.21,0,0,1,128,0,0
741,Dell,Notebook,Intel Core i3,8,256GB SSD,Intel HD,Windows 10,2.0,59504,100.45,0,0,0,256,0,0
742,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.25,137352,157.35,1,1,0,256,0,0
743,Lenovo,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.7,89391,157.35,1,0,0,256,0,0
744,Lenovo,Workstation,Intel Core i7,16,1TB SSD,Nvidia Quadro,Windows 10,2.5,295195,282.42,0,1,0,1,0,0
745,Acer,Notebook,Other Intel Processor,2,32GB Flash Storage,Intel HD,Chrome OS,1.68,29528,111.94,0,0,0,0,0,32
747,HP,Notebook,Intel Core i3,8,256GB SSD,Intel HD,Windows 10,1.86,48230,141.21,0,0,0,256,0,0
748,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.6,100818,111.94,0,0,0,256,0,0
749,HP,Workstation,Other Intel Processor,16,256GB SSD,Nvidia Quadro,Windows 7,3.0,392728,127.34,0,1,0,256,0,0
750,Lenovo,Netbook,Other Intel Processor,4,128GB SSD,Intel HD,Windows 10,1.4,42503,135.09,1,0,0,128,0,0
751,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.84,170012,141.21,0,0,0,256,0,0
752,Asus,Notebook,Intel Core i5,4,1TB HDD,Nvidia GeForce,No OS,2.45,51809,100.45,0,0,1,0,0,0
753,Lenovo,Ultrabook,Intel Core i5,4,180GB SSD,Intel HD,Windows 10,1.7,98070,157.35,0,0,0,180,0,0
754,Asus,Notebook,Intel Core i7,4,256GB SSD,Intel HD,Windows 10,2.37,76049,100.45,0,0,0,256,0,0
755,Lenovo,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.3,107287,276.05,1,1,0,256,0,0
756,HP,Notebook,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,98339,141.21,0,1,1,128,0,0
757,HP,Workstation,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 7,2.59,139678,141.21,0,0,0,256,0,0
758,Dell,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,256717,282.42,0,1,1,256,0,0
759,Acer,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,2.1,53599,100.45,0,0,0,256,0,0
760,Lenovo,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,93775,141.21,0,1,1,128,0,0
761,Dell,Ultrabook,Intel Core i7,16,256GB SSD,Intel HD,Windows 10,1.18,166343,176.23,0,0,0,256,0,0
763,Asus,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.2,101023,276.05,0,1,0,256,0,0
764,Dell,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,1.65,75969,117.83,0,0,500,0,0,0
765,Acer,Notebook,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.6,58609,117.83,0,0,0,128,0,0
766,Asus,Notebook,Other Intel Processor,4,1TB HDD,Nvidia GeForce,Windows 10,2.8,42086,90.58,0,0,1,0,0,0
767,Dell,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.72,98339,282.42,1,1,1,128,0,0
769,Acer,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,Linux,2.1,26665,100.45,0,0,1,0,0,0
770,Dell,Notebook,Intel Core i7,16,256GB SSD,AMD Radeon,Windows 10,2.3,105700,141.21,0,0,0,256,0,0
772,Toshiba,Notebook,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.75,91270,111.94,0,1,0,128,0,0
773,Dell,Gaming,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.62,98339,141.21,0,0,1,0,0,0
774,HP,Ultrabook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.26,111313,125.37,0,0,0,256,0,0
775,Asus,2 in 1 Convertible,Intel Core i7,12,2TB HDD,Nvidia GeForce,Windows 10,2.3,75074,141.21,1,0,2,0,0,0
776,Lenovo,Notebook,Intel Core i7,16,512GB SSD,Nvidia Quadro,Windows 7,2.5,212068,282.42,0,0,0,512,0,0
777,Acer,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,1.8,56909,157.35,0,1,0,128,0,0
779,Asus,Notebook,Other Intel Processor,8,128GB SSD,Intel HD,Windows 10,2.0,52068,141.21,0,0,0,128,0,0
780,Dell,Gaming,Intel Core i7,32,1TB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,321126,127.34,0,1,1,1,0,0
781,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.3,210278,127.34,0,1,1,256,0,0
782,Toshiba,Ultrabook,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows 10,1.47,157843,157.35,0,1,0,512,0,0
783,Lenovo,Notebook,Other Intel Processor,8,1TB HDD,Intel HD,No OS,2.2,29439,100.45,0,0,1,0,0,0
784,Lenovo,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.7,205715,157.35,0,0,0,512,0,0
785,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,1.6,169207,157.35,0,1,1,256,0,0
786,MSI,Gaming,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,97444,141.21,0,0,1,128,0,0
787,Lenovo,Gaming,Intel Core i7,4,1TB HDD,Nvidia GeForce,Windows 10,2.4,89391,141.21,0,1,1,0,0,0
788,Acer,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.2,205715,127.34,0,1,1,256,0,0
789,Dell,Gaming,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.62,88138,141.21,0,0,0,256,0,0
790,Asus,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.24,119814,141.21,0,0,1,128,0,0
792,Lenovo,2 in 1 Convertible,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.37,176276,165.63,1,1,0,512,0,0
793,Lenovo,2 in 1 Convertible,Intel Core i5,8,256GB SSD,AMD Radeon,Windows 10,2.08,85811,141.21,1,0,0,256,0,0
795,Lenovo,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.42,208488,209.8,1,1,0,256,0,0
796,Asus,Notebook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.63,26755,111.94,0,0,0,0,0,32
797,Dell,Notebook,Intel Core i5,8,128GB SSD,Intel HD,Windows 10,1.95,72479,100.45,0,0,0,128,0,0
799,Dell,Notebook,Intel Core i3,8,256GB SSD,AMD Radeon,Windows 10,2.0,66126,141.21,0,0,0,256,0,0
800,HP,Workstation,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 10,3.14,184767,141.21,0,0,0,256,0,0
801,Asus,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.37,98339,141.21,0,0,0,256,0,0
802,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.29,134131,165.63,0,0,0,256,0,0
803,Dell,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.06,156501,282.42,1,0,0,256,0,0
804,Dell,Netbook,Other Intel Processor,4,128GB SSD,Intel HD,Windows 10,1.63,66573,135.09,0,0,0,128,0,0
805,HP,Netbook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.26,124288,125.37,0,0,0,256,0,0
806,Toshiba,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.1,69794,100.45,0,0,500,0,0,0
807,HP,Notebook,AMD A-Series,8,2TB HDD,AMD Radeon,Windows 10,2.04,56283,100.45,0,0,2,0,0,0
808,Dell,Gaming,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows 10,2.62,150237,282.42,0,0,0,512,0,0
809,Lenovo,Notebook,Intel Core i5,4,1TB HDD,Nvidia GeForce,Windows 10,2.4,54493,141.21,0,0,1,0,0,0
810,HP,Gaming,Intel Core i7,12,1TB HDD,AMD Radeon,Windows 10,3.74,156501,127.34,0,1,1,0,0,0
811,MSI,Gaming,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.9,216094,127.34,0,0,1,512,0,0
813,Dell,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,1.98,85990,141.21,0,0,1,0,0,0
814,Dell,Notebook,Intel Core i5,8,256GB SSD,AMD Radeon,Windows 10,2.18,70672,141.21,0,0,0,256,0,0
815,Lenovo,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.32,166343,157.35,0,0,0,256,0,0
817,HP,Netbook,Other Intel Processor,4,16GB Flash Storage,Intel HD,Chrome OS,1.23,34450,135.09,0,0,0,0,0,16
818,Dell,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.36,224149,127.34,0,1,1,128,0,0
819,Dell,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.76,67557,111.94,0,0,500,0,0,0
820,Lenovo,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.1,43836,100.45,0,0,500,0,0,0
821,Toshiba,Ultrabook,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.25,97533,111.94,0,0,0,128,0,0
822,Lenovo,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.13,223611,157.35,0,1,0,512,0,0
823,MSI,Gaming,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.4,107287,141.21,0,0,0,256,0,0
824,Lenovo,Ultrabook,Intel Core i5,8,256GB Flash Storage,Intel HD,Windows 10,1.13,167775,157.35,0,1,0,0,0,256
825,Toshiba,Notebook,Other Intel Processor,4,128GB SSD,Intel HD,Windows 10,1.75,44651,111.94,0,0,0,128,0,0
826,Asus,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.1,121514,165.63,1,0,0,256,0,0
827,Dell,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,1.76,52346,111.94,0,0,500,0,0,0
828,Acer,Netbook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.35,31765,135.09,0,1,0,0,0,32
829,Acer,Notebook,Intel Core i3,8,128GB SSD,Intel HD,Windows 10,1.5,55388,157.35,0,1,0,128,0,0
831,Lenovo,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.1,187819,209.8,0,1,0,512,0,0
832,Asus,Notebook,Intel Core i5,4,1TB HDD,Nvidia GeForce,Linux,2.1,46440,141.21,0,0,1,0,0,0
833,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.7,106123,157.35,0,0,0,256,0,0
834,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.32,147642,157.35,0,1,0,256,0,0
835,Dell,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.21,248274,141.21,0,0,1,256,0,0
836,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.9,216452,127.34,0,0,1,256,0,0
837,Toshiba,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.0,59862,100.45,0,0,500,0,0,0
838,Lenovo,Notebook,Other Intel Processor,4,16GB Flash Storage,Intel HD,Chrome OS,1.5,29081,111.94,0,0,0,0,0,16
839,Asus,Notebook,Intel Core i5,8,128GB HDD,Intel HD,Windows 10,2.3,52793,141.21,0,0,128,0,0,0
840,Asus,Gaming,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.73,160975,127.34,0,0,1,512,0,0
841,Dell,Gaming,Intel Core i7,32,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,274962,127.34,0,1,1,512,0,0
842,HP,Notebook,Intel Core i5,8,1TB HDD,Nvidia GeForce,Windows 10,2.63,81427,106.11,0,0,1,0,0,0
843,Dell,Notebook,Intel Core i5,8,128GB SSD,Intel HD,Windows 10,2.18,63888,100.45,0,0,0,128,0,0
844,HP,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 7,1.54,167328,157.35,0,0,0,512,0,0
845,Dell,Notebook,Intel Core i7,4,256GB SSD,AMD Radeon,Windows 10,2.18,66126,141.21,0,0,0,256,0,0
846,HP,2 in 1 Convertible,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.4,55030,135.09,1,0,0,0,0,32
847,Asus,Ultrabook,Intel Core i5,8,512GB SSD,Nvidia GeForce,Windows 10,1.45,91806,165.63,0,1,0,512,0,0
848,HP,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.28,203746,165.63,1,0,0,256,0,0
849,HP,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.54,131357,157.35,0,0,0,512,0,0
850,HP,Notebook,Other Intel Processor,4,128GB SSD,Intel HD,No OS,1.86,26755,100.45,0,0,0,128,0,0
851,Asus,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.1,169923,141.21,0,0,1,128,0,0
852,Dell,Notebook,Intel Core i7,8,1TB HDD,AMD Radeon,Linux,2.83,77400,127.34,0,0,1,0,0,0
853,Lenovo,Ultrabook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,1.96,170280,157.35,0,1,0,256,0,0
854,Asus,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,2.3,70421,141.21,0,1,0,256,0,0
855,Dell,Notebook,Intel Core i5,8,128GB SSD,Intel HD,Windows 10,1.9,84559,141.21,0,0,0,128,0,0
856,Asus,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,Windows 10,2.0,40177,100.45,0,0,1,0,0,0
857,HP,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.28,228979,165.63,1,0,0,256,0,0
858,Dell,Notebook,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,1.62,58073,165.63,1,0,1,0,0,0
859,Lenovo,Notebook,Intel Core i3,4,1TB HDD,Intel HD,No OS,2.2,41966,141.21,0,0,1,0,0,0
860,Lenovo,Notebook,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,2.3,76117,141.21,0,1,1,0,0,0
861,HP,Notebook,Intel Core i5,8,256GB SSD,AMD Radeon,Windows 10,1.84,120709,141.21,0,0,0,256,0,0
862,Toshiba,Notebook,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.05,114982,165.63,0,0,0,128,0,0
863,Lenovo,Gaming,Intel Core i5,8,1TB HDD,Nvidia GeForce,No OS,2.5,91001,141.21,0,1,1,0,0,0
864,Dell,Ultrabook,Intel Core i7,16,512GB SSD,Intel Iris,Windows 10,1.29,200435,276.05,1,0,0,512,0,0
865,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.07,81427,141.21,0,0,500,0,0,0
866,Toshiba,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.2,97981,117.83,0,0,0,256,0,0
867,Lenovo,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.37,174486,165.63,1,1,0,256,0,0
868,Acer,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.56,80711,157.35,0,1,0,256,0,0
869,Dell,Workstation,Intel Core i7,8,1TB HDD,Nvidia Quadro,Windows 10,2.23,159095,141.21,0,0,1,0,0,0
870,Lenovo,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.38,94401,100.45,0,0,500,0,0,0
871,Lenovo,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,No OS,2.2,42861,141.21,0,0,1,0,0,0
872,Toshiba,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,2.0,124198,141.21,0,1,0,256,0,0
873,Lenovo,Notebook,Intel Core i3,4,180GB SSD,Intel HD,Windows 10,1.44,65768,165.63,0,1,0,180,0,0
875,Dell,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.6,151221,176.23,0,0,0,256,0,0
876,Asus,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,Linux,2.0,35702,100.45,0,0,1,0,0,0
878,Dell,Notebook,Intel Core i5,4,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.18,81650,141.21,0,0,1,128,0,0
879,HP,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,2.04,75074,141.21,0,0,0,256,0,0
880,HP,2 in 1 Convertible,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.28,152116,165.63,1,0,0,256,0,0
881,HP,2 in 1 Convertible,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.3,61276,100.45,1,0,500,0,0,0
883,Lenovo,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.2,59862,141.21,0,1,1,0,0,0
884,Dell,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.2,33018,100.45,0,0,500,0,0,0
